N,P,K,temperature,humidity,ph,rainfall,label
83,41,84,23.706,50.274,6.216814453,112.2366,greenchilli
77,30,67,25.43,54.299,5.921666758,141.6776,greenchilli
79,43,85,22.023,56.401,6.012719118,123.4996,greenchilli
87,31,87,22.077,55.415,4.684079249,107.7366,greenchilli
78,38,76,21.688,55.771,7.077170002,144.5066,greenchilli
77,41,88,24.594,53.31,6.208843215,117.8496,greenchilli
75,35,72,21.659,50.678,7.05181629,135.0406,greenchilli
87,33,78,24.128,57.594,4.722222454,141.1536,greenchilli
84,37,89,23.548,53.869,6.418062652,119.0076,greenchilli
75,38,72,27.89,51.898,4.803564468,133.6336,greenchilli
74,42,73,27.312,52.115,4.608695247,143.2476,greenchilli
83,34,80,23.421,54.524,5.611510977,134.0776,greenchilli
84,27,88,26.753,51.697,7.322097972,107.6596,greenchilli
88,30,87,29.133,55.694,5.023115055,117.1286,greenchilli
73,38,68,27.557,55.773,5.617122801,142.8586,greenchilli
78,41,80,21.978,56.335,5.391560418,116.0256,greenchilli
84,33,75,29.035,50.555,5.906596905,106.4876,greenchilli
72,44,85,21.912,59.397,6.574209678,137.7146,greenchilli
87,37,73,29.853,53.743,4.807776749,135.3196,greenchilli
76,31,66,26.341,56.206,4.760038039,107.7496,greenchilli
72,31,80,22.903,57.326,5.180271502,146.2436,greenchilli
80,34,72,27.422,55.508,4.895927306,117.7896,greenchilli
89,38,78,27.215,51.46,6.436160044,124.8106,greenchilli
79,35,86,23.605,54.322,7.066087261,112.3476,greenchilli
72,41,68,28.464,54.469,6.655918078,112.6416,greenchilli
89,33,88,23.282,55.251,5.982854523,143.7786,greenchilli
85,30,66,24.01,56.313,5.457871273,146.4166,greenchilli
78,38,87,28.059,52.219,4.759490199,104.0056,greenchilli
87,27,89,29.389,53.111,7.342409555,108.6616,greenchilli
87,40,73,23.669,57.93,4.820788186,116.1546,greenchilli
83,31,70,28.491,59.112,6.242052013,122.6166,greenchilli
80,34,86,27.306,52.844,5.001038726,131.3086,greenchilli
88,31,80,29.696,57.559,5.560224583,123.7976,greenchilli
75,38,84,22.808,52.129,4.747352458,119.3686,greenchilli
82,27,79,22.292,56.335,7.313517308,133.2236,greenchilli
79,33,78,22.768,51.31,5.661826398,106.4276,greenchilli
76,43,81,26.192,53.3,4.672437054,136.7536,greenchilli
85,29,85,22.811,57.129,6.471862118,117.8126,greenchilli
73,35,78,29.651,57.854,5.384762927,116.6566,greenchilli
78,44,76,21.442,50.913,5.859813416,109.0636,greenchilli
78,35,73,27.165,55.055,6.962386495,139.9386,greenchilli
88,43,80,23.962,55.434,6.12166671,129.3756,greenchilli
76,30,75,28.099,50.821,6.421748487,135.9976,greenchilli
82,35,71,28.005,57.224,4.828936119,139.4636,greenchilli
74,29,66,21.812,50.441,6.98571967,128.3176,greenchilli
84,29,77,25.618,54.954,4.603563116,141.8246,greenchilli
89,29,84,25.034,50.976,6.979540061,109.9296,greenchilli
76,31,67,26.499,54.174,7.064973419,131.1456,greenchilli
89,38,79,21.485,55.619,5.16516459,142.1836,greenchilli
89,41,77,28.562,52.501,5.111488821,125.4436,greenchilli
83,44,80,23.208,58.103,5.374358869,125.3466,greenchilli
77,29,76,21.336,58.914,5.671419084,125.4186,greenchilli
72,33,86,28.93,57.238,5.667419697,105.9906,greenchilli
84,33,70,26.785,56.416,6.07938452,108.8363,greenchilli
87,27,66,23.699,50.235,6.931924963,141.6598,greenchilli
75,36,85,27.736,54.789,6.842744374,112.6391,greenchilli
80,30,86,27.991,54.581,6.876572503,102.4582,greenchilli
74,43,76,23.727,55.393,6.151029296,134.3956,greenchilli
78,40,75,22.138,50.127,4.567446499,122.4829,greenchilli
118,55,92,27.416,63.875,5.692863601,279.2071,cucumber
108,62,129,26.324,64.121,5.571745575,372.9258,cucumber
93,47,104,30.456,68.873,7.399135958,262.7699,cucumber
103,60,116,29.501,62.013,6.840656256,274.9948,cucumber
110,54,106,28.189,61.604,7.153022903,330.0214,cucumber
93,57,118,29.28,66.726,6.270749441,283.6671,cucumber
93,56,123,28.908,67.2,7.050304395,391.1579,cucumber
109,54,119,31.244,63.589,5.679240873,337.9842,cucumber
106,47,94,30.785,61.884,6.974978386,395.9344,cucumber
92,46,101,31.142,67.813,7.39389918,306.4201,cucumber
104,52,105,31.105,61.856,6.68727523,342.1149,cucumber
102,60,101,26.761,65.203,6.88118645,342.8188,cucumber
102,49,104,31.313,68.659,5.875333778,281.3107,cucumber
106,49,112,31.655,64.247,7.202706015,296.9377,cucumber
97,53,121,29.643,60.93,6.985348193,391.2453,cucumber
115,51,126,30.378,64.409,5.87707519,254.0312,cucumber
99,60,92,27.603,60.893,6.707595055,370.4627,cucumber
96,59,109,26.2,66.979,6.524171562,290.0457,cucumber
106,57,111,28.171,67.764,5.926212291,398.9469,cucumber
100,49,118,28.355,64.387,6.455592696,381.2117,cucumber
112,54,96,29.755,66.187,7.016210782,381.6397,cucumber
95,53,119,31.025,63.721,5.71105919,304.7987,cucumber
92,55,105,26.301,68.208,7.49091063,261.9297,cucumber
91,58,98,30.344,61.993,7.254089438,332.3377,cucumber
110,59,107,27.417,68.161,6.005242945,375.1634,cucumber
94,48,119,26.277,63.844,7.437078236,386.5487,cucumber
108,62,107,27.205,68.209,6.808429173,261.3077,cucumber
117,55,91,29.515,67.348,5.818219385,350.0877,cucumber
106,46,110,26.469,67.301,5.52363558,290.5414,cucumber
103,60,91,28.385,66.524,6.510404312,357.1525,cucumber
119,52,110,28.521,64.234,6.030447288,366.8765,cucumber
112,57,107,28.8,68.276,6.498340808,345.0325,cucumber
108,61,105,29.748,63.442,5.61136408,358.5437,cucumber
118,47,107,27.514,68.464,5.545219232,308.0395,cucumber
104,51,105,27.829,60.427,7.292875734,363.8802,cucumber
110,46,99,26.171,63.799,6.828031463,302.4637,cucumber
103,52,108,29.705,65.633,6.869532817,353.4062,cucumber
117,57,98,26.781,65.802,6.793575185,398.7427,cucumber
112,55,118,28.512,65.407,7.193189124,304.9409,cucumber
94,60,111,29.526,63.082,7.561537348,307.1387,cucumber
91,63,126,30.685,65.983,9.392694614,327.4437,cucumber
95,51,124,27.679,61.281,6.516154055,395.1037,cucumber
91,54,123,30.566,64.667,5.794289715,291.9693,cucumber
106,63,99,29.906,63.76,7.354286985,369.5062,cucumber
94,57,117,29.315,64.235,5.993513566,275.2992,cucumber
117,58,125,28.089,66.068,6.620107545,335.7646,cucumber
96,63,106,26.562,68.616,7.45949344,306.1623,cucumber
109,52,123,26.625,60.556,7.0344125,328.5482,cucumber
100,61,102,30.514,65.738,6.414492777,283.7121,cucumber
112,63,94,27.232,66.317,6.276004336,369.9688,cucumber
119,61,104,29.775,63.206,7.160691747,383.1181,cucumber
111,61,98,26.828,66.947,7.487658711,337.1168,cucumber
102,63,94,28.136,61.901,7.183844843,373.0224,cucumber
106,51,96,27.29,66.096,7.072011412,345.3274,cucumber
113,48,111,27.259,61.046,7.302287236,298.9392,cucumber
101,61,120,28.044,61.581,5.88509677,271.4478,cucumber
111,62,106,30.846,60.376,6.16496284,274.2487,cucumber
102,53,96,31.375,65.935,5.504752314,368.8321,cucumber
106,48,119,31.346,65.082,7.388007483,255.3477,cucumber
113,49,112,28.319,64.139,6.340398059,326.6547,cucumber
97,51,112,31.089,64.025,5.66077954,287.4697,cucumber
99,49,99,31.342,65.089,6.558822825,284.4234,cucumber
94,59,104,27.067,60.734,5.9565851,308.5572,cucumber
95,57,115,28.561,67.373,6.416003106,296.5467,cucumber
118,57,129,30.705,62.939,7.18422855,386.9517,cucumber
111,56,120,28.057,60.892,6.131779302,260.2117,cucumber
115,53,92,30.344,61.523,6.294130313,325.4527,cucumber
116,55,109,26.385,63.718,6.991902443,304.2317,cucumber
97,58,101,28.737,60.485,5.923095695,253.9337,cucumber
102,55,99,27.797,64.416,6.878498176,365.1167,cucumber
102,57,92,27.876,61.813,5.543634849,372.2537,cucumber
106,62,108,28.137,64.75,7.550090941,312.8387,cucumber
101,58,112,28.142,68.268,6.709291688,393.9427,cucumber
111,46,101,26.53,64.841,5.792508068,298.7367,cucumber
105,58,92,26.264,67.35,7.055908858,387.8477,cucumber
107,58,103,29.066,68.651,6.397698806,315.2637,cucumber
107,60,124,27.45,68.872,5.952384957,313.1447,cucumber
116,53,99,26.638,68.069,5.532078733,299.8687,cucumber
104,47,92,27.992,68.949,7.224193642,278.9267,cucumber
107,53,123,30.657,64.332,6.931890506,367.8697,cucumber
116,59,120,31.361,62.973,5.626212446,309.1287,cucumber
107,60,115,30.049,63.464,6.026003659,359.6697,cucumber
95,51,92,31.347,66.775,6.5253661,291.7407,cucumber
111,47,125,27.581,67.542,6.86979671,364.5907,cucumber
92,62,125,27.53,62.583,7.406887533,304.4137,cucumber
107,56,109,28.399,66.068,5.80428611,256.5297,cucumber
116,63,125,31.153,60.108,6.35495812,277.2527,cucumber
92,58,125,29.231,62.941,5.634929739,383.7327,cucumber
116,49,100,30.913,63.323,7.499200949,390.9437,cucumber
100,47,112,30.874,64.336,5.861285926,373.8907,cucumber
101,47,121,26.935,68.207,7.112771682,393.7387,cucumber
119,60,92,28.299,60.522,6.605700542,386.3437,cucumber
117,46,104,27.566,62.482,7.115994051,380.1617,cucumber
108,56,118,26.157,61.939,7.214078621,293.2597,cucumber
111,53,109,30.669,68.422,5.93509073,332.5097,cucumber
91,63,92,29.252,63.482,5.914074888,396.2274,cucumber
104,52,93,30.08,60.679,5.639586199,366.1887,cucumber
106,60,116,29.58,66.971,6.621514073,257.9337,cucumber
97,63,111,28.017,66.131,5.838508699,315.0077,cucumber
115,46,96,27.711,68.676,6.532008668,298.6862,cucumber
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
160,118,168,20.309,65.904,6.454532137,209.1794,potato
140,131,144,23.22,77.701,6.040056094,235.9268,potato
155,102,149,16.032,73.644,6.418650668,219.7841,potato
140,108,146,16.594,60.194,6.501869314,170.4669,potato
146,134,158,16.942,58.821,5.814410928,198.3553,potato
168,130,143,23.876,66.67,5.581442888,223.0298,potato
177,107,178,16.358,52.994,5.741418772,200.3431,potato
147,106,154,17.867,54.558,6.573531614,161.9839,potato
143,95,147,22.276,57.048,5.543804223,164.7473,potato
141,104,153,19.568,77.136,6.5408208,182.9722,potato
149,123,149,16.489,65.492,5.22405917,219.4556,potato
142,119,175,22.058,59.832,6.551364319,156.8264,potato
146,95,140,22.314,70.182,5.928898659,200.7454,potato
177,113,172,17.296,70.697,5.747775263,154.8355,potato
167,106,155,22.843,66.791,6.606505915,187.5876,potato
143,123,155,20.204,67.503,6.668238556,215.7716,potato
138,98,141,20.737,59.487,6.332375138,227.4246,potato
144,98,170,23.113,62.326,6.596802025,186.7216,potato
157,113,149,17.338,68.102,5.70650895,217.2783,potato
151,99,175,18.932,62.648,6.366542647,154.9409,potato
151,133,177,23.81,55.259,5.919243702,184.6871,potato
140,101,160,19.052,59.764,6.187721818,165.9447,potato
141,121,170,19.443,57.655,6.075886472,175.0267,potato
163,109,175,17.618,54.2,5.74441168,234.2253,potato
146,91,147,21.208,52.715,5.726469088,233.6213,potato
173,91,168,16.8,58.691,6.628264883,188.0512,potato
149,104,149,20.507,81.562,6.127064207,157.3194,potato
173,91,157,24.782,71.35,6.538631462,177.9174,potato
150,125,151,23.26,72.206,6.162357641,229.9454,potato
142,106,137,16.328,78.943,6.659409487,211.3565,potato
164,118,162,24.308,66.09,6.397190844,230.9986,potato
160,93,156,21.315,64.22,6.580245789,177.5946,potato
140,125,137,16.74,72.449,6.581313137,206.0806,potato
172,131,170,17.104,65.505,6.296972161,192.9706,potato
140,125,141,18.732,56.557,6.37297656,214.8696,potato
142,125,175,22.383,79.093,6.241148507,181.4236,potato
140,112,142,23.936,72.582,5.92009048,181.0496,potato
156,94,169,19.166,56.055,6.504608385,207.1207,potato
140,93,172,17.582,68.944,6.152272256,186.4757,potato
147,104,137,19.745,54.67,6.137004749,161.6737,potato
163,115,147,22.754,62.08,5.808041722,168.1617,potato
157,134,174,16.912,56.289,6.393631868,210.1017,potato
149,98,158,19.347,70.022,6.69950698,184.3567,potato
146,99,162,21.747,73.496,6.602888249,156.6467,potato
153,94,163,16.818,72.786,6.534447425,164.8567,potato
144,118,141,16.181,57.585,6.521217963,151.2747,potato
140,93,146,24.289,66.934,5.707332484,152.9477,potato
151,105,170,16.778,62.705,6.596719015,213.0777,potato
174,95,143,23.438,58.208,6.403623355,204.0527,potato
151,105,174,20.045,62.587,5.517097,162.0297,potato
158,126,156,18.831,80.559,6.17620823,152.6807,potato
154,105,172,22.492,53.928,6.593961761,191.8727,potato
174,104,143,18.152,67.417,6.143942758,209.9867,potato
164,115,142,16.702,52.615,6.690655045,222.0747,potato
140,93,154,24.775,79.785,6.423530351,192.7597,potato
147,93,153,17.931,64.72,6.578714843,182.6697,potato
150,123,147,24.384,67.297,6.497469256,188.9637,potato
143,105,155,22.914,53.578,6.675306272,215.3367,potato
149,102,149,18.028,70.928,6.322555223,222.6317,potato
172,99,162,23.407,67.958,5.580527339,207.1657,potato
143,119,159,19.861,56.036,6.108450121,186.4817,potato
163,110,156,19.1,77.182,6.358974541,204.0037,potato
157,98,146,18.446,54.917,6.405176138,234.6987,potato
142,118,156,23.617,61.91,6.500144962,204.0137,potato
151,96,153,16.291,67.04,6.167435834,172.2397,potato
141,131,145,19.314,53.309,6.261791753,154.4447,potato
149,114,154,22.451,67.711,5.586642101,182.3377,potato
153,114,163,16.199,59.193,5.534811833,153.8987,potato
145,114,177,17.822,56.05,6.251000789,198.1447,potato
156,124,143,21.428,53.466,6.513620918,196.4517,potato
144,129,173,24.325,58.973,6.121254928,217.9007,potato
147,110,178,17.411,65.321,6.574561547,193.1827,potato
177,116,147,17.1,66.987,6.350869792,198.3727,potato
178,110,147,21.538,79.142,6.513151076,228.5987,potato
149,114,142,18.391,60.974,6.025607706,227.5397,potato
154,110,139,23.576,55.755,6.604253866,183.5567,potato
164,126,139,19.676,57.758,5.763043872,230.2927,potato
145,97,173,19.246,73.775,5.838929556,168.1847,potato
172,101,145,22.741,54.317,6.621323612,161.3187,potato
163,123,145,16.558,69.382,6.661870999,229.0667,potato
145,111,161,16.873,56.491,5.733149554,188.0997,potato
138,114,161,17.462,66.144,5.902891666,210.9127,potato
142,94,161,19.477,76.227,6.599147298,151.7827,potato
146,133,155,23.661,55.455,5.64174124,172.2107,potato
150,123,161,23.168,68.888,6.353876754,176.9637,potato
139,119,145,19.924,68.408,6.026795359,157.3947,potato
145,116,146,18.606,61.966,6.614301033,217.1477,potato
145,97,142,19.587,62.473,6.42160832,200.8787,potato
139,114,147,23.657,67.827,5.847382891,201.6597,potato
139,114,172,20.182,68.785,6.191522601,197.1377,potato
139,106,154,20.8,76.443,5.71285529,209.7117,potato
168,97,144,18.276,62.257,6.368318809,170.0177,potato
154,103,142,16.902,74.366,6.26154329,163.3507,potato
147,94,156,16.461,70.219,6.52669158,186.5087,potato
167,100,174,17.735,78.706,6.07254461,157.0997,potato
141,103,155,21.251,73.139,5.874142175,230.3367,potato
146,96,150,20.37,79.321,6.76061831,194.0147,potato
164,115,140,18.174,66.298,6.781841984,188.3427,potato
137,117,133,22.634,78.494,6.326980454,219.8457,potato
156,126,139,24.084,55.369,6.453975408,238.1787,potato
160,78,184,28.752,65.804,4.604110177,192.4816,tea
140,75,219,21.508,61.803,4.728832424,207.2496,tea
155,70,188,24.858,66.437,5.491217102,236.3676,tea
140,85,221,23.211,72.402,4.633864582,244.5966,tea
146,74,199,22.69,67.276,5.324863481,196.3983,tea
168,80,198,21.963,61.418,5.410441476,157.5796,tea
177,72,209,19.162,67.406,4.836719564,275.3074,tea
147,72,220,18.991,63.315,5.139215944,221.5946,tea
143,89,207,23.99,68.501,4.590571088,285.2126,tea
141,75,212,17.071,70.12,5.286049978,278.7841,tea
149,68,184,28.462,70.053,5.058306161,270.3193,tea
142,72,223,23.186,63.991,4.658605362,291.1113,tea
146,81,191,23.101,68.135,5.299360767,170.0423,tea
177,75,198,22.774,66.509,4.815210661,203.9324,tea
167,79,203,16.96,68.168,4.925391795,186.7604,tea
143,70,187,29.925,61.18,5.403683619,181.7834,tea
138,81,219,27.826,67.479,5.397546271,174.2781,tea
144,83,182,18.88,67.708,4.722335992,202.9202,tea
157,72,187,28.197,63.596,5.475926645,256.7471,tea
151,85,209,26.107,60.857,4.887130053,184.2811,tea
151,72,180,19.051,61.014,5.441976825,227.2109,tea
140,74,184,21.966,69.049,4.629910253,278.4633,tea
141,71,180,24.988,63.211,5.336117221,217.9053,tea
163,88,211,28.599,65.936,4.75020529,188.6991,tea
146,76,205,18.957,72.682,4.52178027,183.6749,tea
173,72,185,24.15,67.968,5.347379185,251.4825,tea
149,76,206,19.111,67.86,5.135251532,276.6635,tea
173,86,215,22.013,65.621,4.670178119,239.6225,tea
150,70,180,29.019,73.19,5.399749291,169.5345,tea
142,75,201,24.955,67.148,4.841496029,251.0185,tea
164,74,182,24.575,69.271,5.254216611,290.0471,tea
160,81,184,19.441,72.76,4.868881708,251.2055,tea
140,78,212,29.559,63.559,5.320514721,163.1285,tea
172,75,201,24.388,64.847,5.296976913,207.6824,tea
140,80,194,17.227,69.274,5.241151936,266.7314,tea
142,87,191,24.257,60.186,4.685959305,215.0624,tea
140,78,193,18.334,61.767,4.890760124,161.9744,tea
156,75,194,25.86,60.239,5.155915975,272.6371,tea
140,70,192,25.982,61.172,5.167855382,217.1402,tea
147,79,192,23.105,61.444,4.861640036,190.3083,tea
163,76,185,17.105,61.464,4.978361689,225.3213,tea
157,85,184,24.688,67.359,5.043160241,187.8733,tea
149,83,182,26.998,72.184,4.94239222,257.7892,tea
146,74,206,23.736,73.088,5.239455147,280.9643,tea
153,88,192,18.09,61.012,5.516317561,206.1633,tea
144,70,188,27.541,67.913,5.233269045,195.4744,tea
140,81,215,28.877,60.858,4.505283615,206.3103,tea
151,89,189,25.585,68.743,4.950300686,173.3129,tea
174,79,195,21.424,68.258,4.958054839,272.4657,tea
151,75,217,23.715,68.272,5.54803469,199.2117,tea
158,80,223,21.979,72.202,5.461618577,236.8937,tea
154,70,193,21.404,66.951,5.065264073,186.6387,tea
174,88,211,27.752,60.569,4.765091462,170.8517,tea
164,75,199,28.335,68.636,4.91645379,246.0507,tea
140,71,205,20.424,63.052,4.711341147,194.5787,tea
147,78,184,24.535,68.294,5.379881442,191.5767,tea
150,85,219,20.14,66.978,5.313284268,189.0817,tea
143,75,195,18.117,68.92,5.393210848,200.6737,tea
149,79,207,21.174,67.558,4.504930973,161.8137,tea
172,77,198,21.347,61.123,5.198076286,257.1557,tea
143,86,221,19.455,72.207,5.007037515,270.3937,tea
163,81,220,20.842,62.871,4.677262562,197.8087,tea
157,75,191,20.348,68.177,4.74398035,273.0127,tea
142,80,181,26.647,64.051,4.547361618,211.5967,tea
151,86,182,28.45,73.044,4.551577598,165.4067,tea
141,81,186,23.063,64.814,5.585020303,221.1167,tea
149,79,185,29.731,61.624,4.924042372,191.4527,tea
153,68,218,22.254,64.938,5.437373666,269.9297,tea
145,76,223,22.282,67.251,5.142611056,209.2277,tea
156,70,181,21.616,67.712,4.74672376,286.2937,tea
144,87,195,16.823,64.565,5.300479414,150.0457,tea
147,85,181,26.129,66.613,5.078724107,236.2787,tea
177,78,190,17.933,63.781,4.76660668,179.6367,tea
178,77,211,22.518,65.447,4.641024177,258.3007,tea
149,71,181,27.289,65.11,4.559681838,154.9187,tea
154,89,181,23.438,64.316,5.072923306,253.6707,tea
164,81,221,18.244,72.88,4.732194788,225.3457,tea
145,77,181,17.821,67.52,5.157782589,289.1747,tea
172,75,180,20.479,64.955,5.240988401,236.5997,tea
163,79,199,20.817,63.769,5.198905799,255.8517,tea
145,77,180,22.833,61.365,5.218681086,220.9327,tea
138,88,205,24.868,73.034,5.261937875,182.2467,tea
142,75,189,22.754,63.41,5.493036868,278.5037,tea
146,78,198,27.159,62.962,5.042474679,281.3227,tea
150,70,188,18.741,69.651,4.692013657,240.6657,tea
139,76,185,26.381,66.754,5.250994223,285.8747,tea
145,77,211,26.215,64.174,5.052184881,278.9857,tea
145,77,186,29.198,62.168,5.002216044,157.8657,tea
139,81,184,26.643,64.602,5.272427638,274.7177,tea
139,83,193,29.007,73.16,5.362001484,186.5867,tea
139,68,184,27.109,64.472,4.980506001,192.3307,tea
168,71,198,29.416,65.288,4.593798387,191.8807,tea
154,67,217,28.968,65.316,5.28805662,236.7867,tea
147,73,180,29.951,70.226,5.32710972,216.4367,tea
167,78,193,19.661,60.966,5.466355781,190.7417,tea
141,88,201,24.521,70.292,5.011121216,172.7857,tea
146,86,184,19.188,62.027,5.280725549,176.5967,tea
164,89,19,25.337,69.224,4.621494566,228.1017,tea
137,90,15,23.027,68.12,4.630424083,167.0627,tea
156,79,15,27.909,72.212,4.802212437,220.9007,tea
2,24,38,34.603,91.63536236,5.922935513,111.9684622,pomegranate
